artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2013-04-19,Sweater Weather,92,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,240400,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",2020-08-07,Heat Waves,92,spotify:track:3USxtqRwSYz57Ewm6wWRMp,238805,0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
Beach House,"['art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop', 'pov: indie']",2015-08-28,Space Song,82,spotify:track:7H0ya83CMmgFcOhw0UB6ow,320466,0.508,0.792,0,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067
TV Girl,['pov: indie'],2018-05-08,Blue Hair,88,spotify:track:39sDitIeCMrVX2QyXHY46t,217000,0.751,0.72,4,-6.376,0.0303,0.554,0.0497,0.258,0.884,135.73
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,ceilings,90,spotify:track:2L9N0zZnd37dwF0clgxMGI,182887,0.516,0.322,9,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2007-04-24,505,82,spotify:track:58ge6dfP91o9oXMzq3XkIS,253586,0.52,0.852,0,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-08-04,Feathered Indians,82,spotify:track:2tgQaL85WoRfgEa4hFQgrE,224946,0.536,0.574,7,-6.705,0.0254,0.75,0.00277,0.105,0.877,87.194
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2017-06-09,Apocalypse,84,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,290146,0.369,0.467,5,-9.018,0.0274,0.0194,0.46,0.109,0.174,94.473
Labrinth,"['indie poptimism', 'pop']",2023-04-07,Never Felt So Alone,88,spotify:track:2NbsBSshscKIPRG3kwBbfo,160166,0.436,0.409,5,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2019-08-02,All Your'n,82,spotify:track:0fCwTrRNfoNk962ati8n2K,218280,0.585,0.55,11,-7.342,0.0255,0.408,3.97e-05,0.115,0.839,78.176
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,I Wanna Be Yours,95,spotify:track:5XeFesFbtLpXzIVDNQP22n,183956,0.464,0.417,0,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528
The Walters,"['chicago indie', 'pov: indie']",2014-11-28,I Love You So,89,spotify:track:4SqWKzw0CbA05TGszDgMlc,160239,0.575,0.648,10,-4.891,0.0358,0.583,0,0.115,0.466,75.977
Mac DeMarco,"['edmonton indie', 'lo-fi indie', 'pov: indie']",2017-05-05,For the First Time,84,spotify:track:2R4AlwtrrkMaRKojcTIzmL,182306,0.551,0.529,5,-10.469,0.0517,0.296,0.0093,0.178,0.521,75.515
TV Girl,['pov: indie'],2016-02-25,Not Allowed,85,spotify:track:3IznIgmXtrUaoPWpQTy5jB,167864,0.67,0.905,1,-6.855,0.129,0.669,0.000227,0.349,0.563,104.965
Surf Curse,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",2021-05-15,Freaks,87,spotify:track:7EkWXAI1wn8Ii883ecd9xr,147062,0.345,0.941,9,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
Mac DeMarco,"['edmonton indie', 'lo-fi indie', 'pov: indie']",2014-04-01,Chamber Of Reflection,85,spotify:track:7H7NyZ3G075GqPx2evsfeb,231723,0.538,0.557,11,-8.678,0.0914,0.262,0.914,0.102,0.506,131.03
Lord Huron,"['indie folk', 'modern rock', 'stomp and holler']",2015-04-07,The Night We Met,80,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,208211,0.545,0.366,2,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997
Roar,"['pov: indie', 'weirdcore']",2010-03-14,Christmas Kids,87,spotify:track:40gk32E7YaTFoQwDIWv2SY,135693,0.425,0.754,2,-6.028,0.0367,0.0104,0.112,0.438,0.558,152.092
TV Girl,['pov: indie'],2016-02-25,Cigarettes out the Window,85,spotify:track:6QeYSvYqYUsfBzsApbjDHO,198960,0.625,0.659,0,-5.669,0.0337,0.12,0,0.17,0.594,113.551
Liana Flores,['pov: indie'],2019-04-10,rises the moon,84,spotify:track:51Grh1RyUDcMBbpuyUIUHI,161929,0.483,0.129,5,-20.149,0.0349,0.947,0.145,0.106,0.203,137.35
Vundabar,"['boston indie', 'indie garage rock', 'pov: indie']",2015-07-24,Alien Blues,83,spotify:track:11iIikXxC6NP0Ma8vMD27x,155933,0.467,0.757,3,-5.093,0.033,0.0807,0.908,0.0876,0.433,82.282
GROUPLOVE,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",2011-09-02,Tongue Tied,82,spotify:track:0GO8y8jQk1PkHzS31d699N,218013,0.56,0.936,3,-5.835,0.0439,0.00847,0,0.161,0.371,112.96
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-08-04,Lady May,80,spotify:track:3t5OV1asJHmOlf23T08CLv,183533,0.539,0.16,3,-13.285,0.0329,0.881,0.000268,0.105,0.322,81.446
Rainbow Kitten Surprise,['pov: indie'],2018-04-06,It's Called: Freefall,84,spotify:track:474uVhyGgK5MtY9gMcDgGl,152293,0.744,0.516,2,-6.365,0.0513,0.632,0,0.605,0.281,97.944
BØRNS,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pov: indie']",2015-10-16,Electric Love,83,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,218106,0.611,0.797,6,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041
Mac DeMarco,"['edmonton indie', 'lo-fi indie', 'pov: indie']",2012-10-16,My Kind of Woman,82,spotify:track:6jgkEbmQ2F2onEqsEhiliL,190845,0.501,0.765,6,-7.063,0.0281,0.00294,0.49,0.184,0.46,91.771
JVKE,"['modern indie pop', 'pov: indie']",2022-10-03,golden hour,86,spotify:track:4yNk9iz9WVJikRFle3XEvn,209259,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467
Vacations,['newcastle nsw indie'],2018,Telephones,83,spotify:track:0JIMT9gzLIIz0esKLyjbKf,212432,0.526,0.447,2,-9.268,0.0274,0.00283,0.0301,0.109,0.183,74.995
Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2013-10-08,Cigarette Daydreams,81,spotify:track:2tznHmp70DxMyr2XhWLOW0,208760,0.636,0.676,2,-3.442,0.0263,0.0807,0,0.0831,0.273,113.98
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,Why'd You Only Call Me When You're High?,89,spotify:track:086myS9r57YsLbJpU0TgK9,161123,0.691,0.631,2,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
Mitski,"['brooklyn indie', 'pov: indie']",2018-08-17,Washing Machine Heart,84,spotify:track:3jjsRKEsF42ccXf8kWR3nu,128198,0.613,0.822,9,-4.087,0.026,0.0092,0.506,0.429,0.567,105.997
Noah Kahan,['pov: indie'],2022-10-14,Stick Season,80,spotify:track:0mflMxspEfB0VbI1kyLiAv,182346,0.662,0.488,9,-6.894,0.0682,0.782,0,0.102,0.817,117.913
Noah Kahan,['pov: indie'],2023-06-09,Dial Drunk,83,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,213817,0.693,0.595,8,-7.578,0.0311,0.0969,0,0.113,0.646,112.02
Men I Trust,['indie pop'],2018-02-28,Show Me How,83,spotify:track:01TyFEZu6mHbffsVfxgrFn,215110,0.791,0.267,5,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99
girl in red,"['alt z', 'bedroom pop', 'indie pop', 'norwegian indie', 'pop', 'pov: indie']",2018-11-21,we fell in love in october,85,spotify:track:6IPwKM3fUUzlElbvKw2sKl,184153,0.566,0.366,7,-12.808,0.028,0.113,0.181,0.155,0.237,129.96
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2015-10-30,Daddy Issues,87,spotify:track:5E30LdtzQTGqRvNd7l6kG5,260173,0.588,0.521,10,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012
Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2014-09-19,Take Me to Church,80,spotify:track:1CS7Sd1u5tWkstBhpssyjP,241693,0.566,0.664,4,-5.303,0.0464,0.634,0,0.116,0.437,128.945
Declan McKenna,['pov: indie'],2017-07-21,Brazil,83,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,252306,0.687,0.617,4,-5.213,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079
salvia palth,"['countrygaze', 'indie pop', 'lo-fi emo', 'lo-fi indie', 'pov: indie', 'slowcore', 'small room']",2013-01-01,i was all over her,83,spotify:track:7svpAkwc6xaSxlbZ7V7JiS,161462,0.529,0.353,7,-12.835,0.0292,0.788,0.853,0.116,0.0601,104.557
The Backseat Lovers,"['pov: indie', 'slc indie']",2019-01-27,Kilby Girl,79,spotify:track:1170VohRSx6GwE6QDCHPPH,282205,0.329,0.444,1,-9.973,0.0417,0.0578,0.0352,0.113,0.225,162.279
Neon Trees,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",2012-01-01,Everybody Talks,82,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,177280,0.471,0.924,8,-3.906,0.0586,0.00301,0,0.313,0.725,154.961
Aaron May,['indie hip hop'],2019-02-28,Let Go,80,spotify:track:7cLnbmx7ZUWAwyocrKz3wL,176531,0.87,0.498,9,-8.339,0.0622,0.046,0,0.146,0.692,110.017
Joy Again,"['indie garage rock', 'pov: indie']",2016-01-15,Looking Out for You,81,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,179499,0.682,0.9,9,-5.028,0.0874,0.0884,0.063,0.0685,0.937,100.721
Conan Gray,"['bedroom pop', 'pop', 'pov: indie']",2020-03-20,Heather,88,spotify:track:4xqrdfXkTW4T0RauPLv3WA,198040,0.357,0.425,5,-7.301,0.0333,0.584,0,0.322,0.27,102.078
New West,['toronto indie'],2019-05-10,Those Eyes,91,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,220750,0.593,0.352,4,-8.296,0.0284,0.695,2.22e-05,0.3,0.226,119.988
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,Do I Wanna Know?,90,spotify:track:5FVd6KXrgO9B3JPmC8OPst,272394,0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03
Vacations,['newcastle nsw indie'],2016,Young,83,spotify:track:1KIJclzEbNhSVw8tiHPWwE,189160,0.498,0.81,7,-4.065,0.0263,0.00392,0.00717,0.0635,0.594,79.935
Patrick Watson,"['indie folk', 'indie quebecois']",2010-09-10,Je te laisserai des mots,86,spotify:track:0V5cvmTKsYmF5FmGGEAfmS,160853,0.303,0.187,2,-16.757,0.0356,0.989,0.489,0.101,0.213,132.731
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,ceilings,90,spotify:track:2L9N0zZnd37dwF0clgxMGI,182887,0.516,0.322,9,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005
Vance Joy,"['folk-pop', 'modern rock']",2014-09-09,Riptide,83,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,204280,0.484,0.731,1,-6.694,0.0379,0.431,0,0.151,0.51,101.654
Lord Huron,"['indie folk', 'modern rock', 'stomp and holler']",2015-04-07,The Night We Met,80,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,208211,0.545,0.366,2,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Ophelia,78,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,160097,0.664,0.573,5,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2012-04-03,Ho Hey,78,spotify:track:0W4Kpfp1w2xkY3PrV714B7,163133,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936
Patrick Watson,"['indie folk', 'indie quebecois']",2010-09-10,Je te laisserai des mots,86,spotify:track:0V5cvmTKsYmF5FmGGEAfmS,160853,0.303,0.187,2,-16.757,0.0356,0.989,0.489,0.101,0.213,132.731
Passenger,"['folk-pop', 'neo mellow']",2012-08-28,Let Her Go,78,spotify:track:1KxwZYyzWNyZSRyErj2ojT,252733,0.479,0.545,7,-7.346,0.0688,0.365,0,0.0963,0.243,74.897
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2013-03-05,Bloom - Bonus Track,78,spotify:track:1HMQmOWrkieKYWlFsjUP3D,210080,0.591,0.416,1,-9.794,0.0246,0.882,0.000641,0.112,0.415,96.003
Seafret,['folk-pop'],2016-01-29,Atlantis,88,spotify:track:1Fid2jjqsHViMX6xNH70hE,229173,0.4,0.479,8,-7.989,0.0308,0.0529,2.14e-06,0.115,0.213,166.159
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2014-06-30,Budapest,83,spotify:track:2ixsaeFioXJmMgkkbd4uj1,200733,0.717,0.455,5,-8.303,0.0276,0.0846,0,0.11,0.389,127.812
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",2012-01-01,Little Talks,82,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,266600,0.457,0.757,1,-5.177,0.032,0.0206,0,0.146,0.417,102.961
Dr. Dog,"['chamber pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'pov: indie', 'stomp and holler']",2010-11-02,Where'd All the Time Go?,80,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,234800,0.454,0.82,2,-4.193,0.0567,0.132,0.000969,0.115,0.575,166.303
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Cleopatra,74,spotify:track:2ToW7zhGCrVrLU4fiKj9U1,201413,0.536,0.775,8,-6.765,0.0394,0.228,0.000143,0.0947,0.485,151.393
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2012-04-03,Flowers in Your Hair,75,spotify:track:3Hvg5tRKsQlX25wYwgMF9p,109735,0.67,0.609,7,-10.088,0.0333,0.749,6.74e-05,0.227,0.573,127.463
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2009-10-09,Rosyln,77,spotify:track:4k7x3QKrc3h3U0Viqk0uop,289560,0.329,0.277,10,-13.111,0.0302,0.971,0.024,0.0971,0.121,159.719
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Sleep On The Floor,73,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,211851,0.389,0.431,7,-8.061,0.0344,0.249,0,0.13,0.275,142.14
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2009-10-02,Little Lion Man,73,spotify:track:4B4vB3oB8csotplfoQcAd6,247002,0.52,0.496,5,-8.121,0.0271,0.0234,2.05e-05,0.0905,0.496,138.81
Houndmouth,"['indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",2015-03-17,Sedona,70,spotify:track:2MQhTbX792AT6YyzwLz9dt,239881,0.394,0.654,3,-8.243,0.0346,0.0404,6.96e-05,0.112,0.264,135.188
The Oh Hellos,"['folk-pop', 'pov: indie', 'san marcos tx indie', 'stomp and holler']",2015-10-16,"Soldier, Poet, King",78,spotify:track:3xtiXNDbSKxy20I7D6vFUg,165673,0.347,0.758,8,-7.753,0.0706,0.031,0.000659,0.109,0.484,117.959
Caamp,"['indie folk', 'stomp and holler']",2016-03-08,Vagabond,74,spotify:track:2R3I5DiDf8bLz2QjrPmUpk,129463,0.571,0.399,4,-11.92,0.0364,0.766,0.0146,0.0926,0.612,141.932
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2012-04-03,Stubborn Love,73,spotify:track:3ekNuTF3UpOvIZCfiejpnC,279000,0.598,0.56,0,-11.679,0.0375,0.607,0.0432,0.196,0.221,115.01
Novo Amor,"['ambient folk', 'indie folk']",2017-05-26,Anchor,79,spotify:track:7qH9Z4dJEN0l9bidizW7fq,257533,0.457,0.407,9,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2013-03-05,Paint,74,spotify:track:6uHvbKL0Yi37AuvNRmUfMw,191773,0.364,0.308,4,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328
Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",2012-01-01,Home,74,spotify:track:1EAgPzRbK9YmdOESSMUm6P,210173,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2012-09-25,I Will Wait,72,spotify:track:1fXiYSWmkKJfRKMegCkI11,276720,0.478,0.758,1,-5.4,0.0331,0.00974,0.00717,0.312,0.452,131.109
Caamp,"['indie folk', 'stomp and holler']",2019-07-26,By and By,72,spotify:track:75nZ4W6quZhI55LKiqCXWh,280794,0.584,0.474,9,-7.981,0.0258,0.796,2.69e-06,0.115,0.332,101.457
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,Big Black Car,74,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,217466,0.6,0.186,3,-15.926,0.0317,0.909,0.00102,0.104,0.468,110.044
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2008-02-19,Skinny Love,74,spotify:track:3B3eOgLJSqPEA0RfboIQVM,238520,0.592,0.263,4,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366
Vance Joy,"['folk-pop', 'modern rock']",2018-02-23,Saturday Sun,73,spotify:track:2RiBogNRfulkNf7fVbPOrJ,214720,0.637,0.864,8,-4.381,0.0468,0.484,0,0.222,0.706,99.995
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2018-03-23,Shotgun,80,spotify:track:4ofwffwvvnbSkrMSCKQDaC,201287,0.673,0.735,5,-4.733,0.0457,0.286,0,0.242,0.754,115.744
The Head And The Heart,"['folk-pop', 'seattle indie', 'stomp and holler']",2011-01-11,Rivers and Roads,70,spotify:track:3z7kvwJVRfA4HCOfm9ngog,284000,0.49,0.18,0,-9.764,0.0344,0.7,3.96e-05,0.0762,0.182,136.455
Novo Amor,"['ambient folk', 'indie folk']",2018-10-19,State Lines,76,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,208653,0.509,0.31,9,-10.623,0.0313,0.959,0.229,0.0963,0.151,137.474
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2009-10-02,The Cave,71,spotify:track:3vUn7FE3ZaQgJmkhIrIirF,217984,0.594,0.51,4,-9.621,0.0383,0.047,7.27e-05,0.0959,0.368,141.979
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2022-06-10,Green Green Grass,83,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,167613,0.685,0.738,8,-4.413,0.0595,0.0695,0,0.128,0.8,112.972
Wild Rivers,['folk-pop'],2016-04-16,Speak Too Soon,72,spotify:track:0AUURXuRvLPKEH6KaJZSXy,173604,0.705,0.442,7,-10.765,0.0727,0.571,0.000116,0.109,0.306,151.75
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",2023-04-28,The Alcott (feat. Taylor Swift),76,spotify:track:6INztpNwOTlfSKTuPo0HOP,267773,0.368,0.463,0,-10.595,0.0302,0.811,0.0017,0.109,0.447,156.008
Angus & Julia Stone,"['australian indie folk', 'indie folk']",2010-03-30,Big Jet Plane,70,spotify:track:3WGsYiBXmaT8XyY4Fmry2v,239146,0.762,0.387,10,-8.643,0.0277,0.239,0.00756,0.13,0.274,109.959
Wild Rivers,['folk-pop'],2020-05-01,Thinking 'Bout Love,72,spotify:track:42UaitnwvuKqNcD5Oa2HlD,199391,0.733,0.324,5,-8.122,0.033,0.479,0,0.067,0.388,141.8
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2009-01-20,Beach Baby,74,spotify:track:2LXtyj95dK56ENS1QLt4IB,160093,0.669,0.0809,0,-17.282,0.0365,0.983,0.41,0.114,0.0922,114.355
Vance Joy,"['folk-pop', 'modern rock']",2014-09-09,Mess Is Mine,70,spotify:track:29jtZGdgpE2lWm2mkIt6HS,223640,0.595,0.723,7,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2013-07-09,Amsterdam,72,spotify:track:7iQmjnDXYngWGsbjVnDc1U,198640,0.553,0.429,3,-12.51,0.0283,0.921,0.135,0.115,0.532,152.047
Daisy Jones & The Six,['modern folk rock'],2023-03-02,Look At Us Now (Honeycomb),73,spotify:track:7bSlafYF33JHLoB9NtsL9V,332386,0.323,0.761,7,-6.143,0.0479,0.00942,0.000586,0.0827,0.466,141.282
Caamp,"['indie folk', 'stomp and holler']",2016-03-08,All the Debts I Owe,70,spotify:track:6gwMhuVPNWwFTTKHKRtJun,193048,0.463,0.484,0,-11.065,0.0435,0.754,0.00467,0.134,0.474,93.297
John Vincent III,['modern indie folk'],2019-06-17,Next to You,71,spotify:track:3MwHZDGwAR8RjZZBriBqmx,256519,0.443,0.419,7,-7.975,0.0321,0.633,0.00183,0.404,0.0719,132.204
Sheppard,"['australian indie', 'folk-pop']",2015-03-10,Geronimo,68,spotify:track:19cL3SOKpwnwoKkII7U3Wh,218227,0.705,0.78,7,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028
Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",2012-01-01,"Gone, Gone, Gone",76,spotify:track:56sxN1yKg1dgOZXBcAHkJG,209693,0.664,0.642,6,-5.961,0.038,0.129,0,0.114,0.501,118.002
Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",2008-10-13,You Are the Best Thing,70,spotify:track:1jyddn36UN4tVsJGtaJfem,231840,0.578,0.727,10,-4.872,0.0332,0.0304,1.99e-05,0.172,0.885,170.593
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2018-10-05,San Luis,72,spotify:track:7gDNQLV9cr8449LFrQbk5J,272346,0.567,0.434,7,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459
Fleet Foxes,"['chamber pop', 'folk', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'singer-songwriter', 'stomp and holler']",2008-06-03,White Winter Hymnal,71,spotify:track:0GegHVxeozw3rdjte45Bfx,147026,0.628,0.5,6,-9.66,0.0268,0.44,0,0.244,0.68,124.932
Shakey Graves,"['austin americana', 'austindie', 'indie folk', 'new americana', 'stomp and holler']",2016-09-02,Tomorrow,70,spotify:track:47KDDZgFiX1w6RFOuLXsSn,240586,0.564,0.354,7,-10.85,0.0334,0.73,3.43e-06,0.208,0.423,98.075
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001-09-04,Chop Suey!,87,spotify:track:2DlHlPMa4M17kufBvI2lEN,210240,0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066
3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2000,Kryptonite,83,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,233933,0.545,0.865,11,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,In the End,88,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,216880,0.556,0.864,3,-5.87,0.0584,0.00958,0,0.209,0.4,105.143
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-03-24,Numb,88,spotify:track:2nLtzopw4rPReszdYBJU6h,185586,0.496,0.863,9,-4.153,0.0381,0.0046,0,0.639,0.243,110.018
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2000-05-16,Change (In the House of Flies),80,spotify:track:51c94ac31swyDQj9B3Lzs3,299533,0.269,0.853,7,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581
Jimmy Eat World,"['alternative metal', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001-07-17,The Middle,84,spotify:track:6GG73Jik4jUlQCkKg9JuGO,165853,0.643,0.849,2,-5.428,0.0526,0.0371,0,0.058,0.903,162.152
Papa Roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2001-04-25,Last Resort,84,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,199906,0.589,0.89,4,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598
Bad Omens,['american metalcore'],2022-02-25,Just Pretend,81,spotify:track:1H4Y9uW4N0LsxJUz0VnaPJ,204676,0.457,0.834,5,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032
Ozzy Osbourne,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",2020-09-18,Crazy Train,80,spotify:track:7ACxUo21jtTHzy7ZEV56vU,293183,0.454,0.913,9,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001-09-04,Toxicity,85,spotify:track:0snQkGI5qnAmohLE7jTsTn,218933,0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68
Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2004,Duality,83,spotify:track:61mWefnWQOLf90gepjOCb3,252613,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,One Step Closer,82,spotify:track:3K4HG9evC7dg3N0R9cYqk4,157333,0.492,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2005-12-06,Coming Undone,79,spotify:track:3o7TMr6RmIusYH7Kkg7ujR,199773,0.687,0.677,2,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052
Finger Eleven,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",2007-01-01,Paralyzer,77,spotify:track:28IEbk5a7twNTbUEvWslUb,208106,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031
