artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Kanye West,"['chicago rap', 'hip hop', 'rap']",2008-11-24,Heartless,88,spotify:track:4EWCNWgDS8707fNSZ1oaA5,211000,0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999
Kanye West,"['chicago rap', 'hip hop', 'rap']",2007-09-11,I Wonder,88,spotify:track:7rbECVPkY5UODxoOUVKZnA,243440,0.542,0.466,0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2023-05-26,War Bout It (feat. 21 Savage),84,spotify:track:4muwDurKeVOB1WBjTVRWlD,160202,0.732,0.6,6,-9.057,0.241,0.00385,0.000114,0.112,0.436,167.973
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2014-12-09,Wet Dreamz,86,spotify:track:4tqcoej1zPvwePZCzuAjJd,239266,0.495,0.722,6,-8.108,0.357,0.0697,0,0.113,0.539,175.627
Kanye West,"['chicago rap', 'hip hop', 'rap']",2007-09-11,Flashing Lights,88,spotify:track:5TRPicyLGbAF2LGBFbHGvO,237506,0.639,0.628,6,-7.578,0.0399,0.0381,0,0.386,0.43,90.482
Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'r&b', 'rap', 'toronto rap', 'trap']",2021-12-10,The Color Violet,89,spotify:track:3azJifCSqg9fRij2yKIbWz,226466,0.645,0.534,6,-10.8,0.0479,0.157,0,0.0863,0.463,105.02
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017-04-14,PRIDE.,86,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,275253,0.665,0.535,4,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,138.842
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",2017-12-01,Freestyle,86,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,162053,0.877,0.517,2,-5.426,0.0706,0.217,0,0.143,0.255,119.996
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2023-05-26,Cross The Globe (feat. Juice WRLD),83,spotify:track:52WWw9qNZXZZtWU336TtKG,124905,0.743,0.714,8,-6.024,0.105,0.0126,0,0.0901,0.749,138.595
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2021-09-03,Knife Talk (with 21 Savage ft. Project Pat),84,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,242965,0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017-04-14,LOVE. FEAT. ZACARI.,86,spotify:track:6PGoSes0D9eUDeeAafB2As,213400,0.8,0.585,10,-7.343,0.0924,0.264,0,0.153,0.779,126.058
Kanye West,"['chicago rap', 'hip hop', 'rap']",2013-06-18,Bound 2,87,spotify:track:3sNVsP50132BTNlImLx70i,229146,0.367,0.665,1,-2.821,0.0465,0.145,0,0.113,0.31,148.913
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2023-05-26,All My Life (feat. J. Cole),84,spotify:track:6T7FXSuXykeGktMLGp8WgE,223878,0.787,0.57,3,-5.881,0.225,0.0449,0,0.135,0.733,142.974
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2017-03-18,Passionfruit,87,spotify:track:5mCPDVBb16L4XQwDdbRUpz,298940,0.809,0.463,11,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98
21 Savage,"['atl hip hop', 'hip hop', 'rap', 'trap']",2020-10-02,Runnin,85,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,195906,0.819,0.626,10,-4.574,0.202,0.00748,0.101,0.167,0.415,143.01
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2017-04-14,HUMBLE.,87,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,177000,0.908,0.621,1,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
Baby Keem,"['hip hop', 'rap']",2021-09-10,family ties (with Kendrick Lamar),85,spotify:track:3QFInJAm9eyaho5vBzxInN,252262,0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093
Kanye West,"['chicago rap', 'hip hop', 'rap']",2016-06-10,Father Stretch My Hands Pt. 1,85,spotify:track:4KW1lqgSr8TKrvBII0Brf8,135920,0.724,0.573,7,-4.113,0.0549,0.118,0,0.538,0.438,113.088
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2019-01-23,MIDDLE CHILD,84,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,213593,0.837,0.364,8,-11.713,0.276,0.149,0,0.271,0.463,123.984
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2021-03-05,Wants and Needs (feat. Lil Baby),84,spotify:track:65OVbaJR5O1RmwOQx0875b,192956,0.578,0.449,1,-6.349,0.286,0.0618,2.17e-06,0.119,0.1,136.006
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",2018-11-30,Pure Cocaine,85,spotify:track:577YBGuskWkVDCxZrLRB4v,154023,0.964,0.487,10,-6.071,0.421,0.00127,6.57e-06,0.115,0.107,127.05
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2021-09-03,Fair Trade (with Travis Scott),87,spotify:track:40iJIUlhi6renaREYGeIDS,291175,0.666,0.465,1,-8.545,0.26,0.0503,0,0.215,0.292,167.937
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",2010-08-13,The Spins,84,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,195873,0.794,0.766,9,-3.894,0.0377,0.0135,0,0.0785,0.55,127.006
Baby Keem,"['hip hop', 'rap']",2019-07-19,HONEST,84,spotify:track:58k32my5lKofeZRtIvBDg9,172672,0.676,0.536,2,-8.79,0.0432,0.403,3.37e-05,0.105,0.373,79.037
Offset,"['atl hip hop', 'rap', 'trap']",2017-10-30,Ric Flair Drip (with Metro Boomin),86,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800,0.88,0.428,9,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007
Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",2015-10-02,Don't,85,spotify:track:3pXF1nA74528Edde4of9CC,198293,0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",2018-10-05,Drip Too Hard (Lil Baby & Gunna),86,spotify:track:78QR3Wp35dqAhFEc2qAGjE,145542,0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.389,112.511
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-05-01,Low Down,84,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,144651,0.962,0.619,10,-5.562,0.405,0.0354,0,0.083,0.154,127.958
Childish Gambino,"['atl hip hop', 'hip hop', 'rap']",2016-12-02,Redbone,86,spotify:track:0WtDGnWL2KrMCk0mI1Gpwz,326933,0.745,0.353,1,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111
JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2011-08-08,Ni**as In Paris,87,spotify:track:4Li2WHPkuyCdtmokzW2007,219333,0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2016-05-06,One Dance,89,spotify:track:1zi7xx7UVEFkmKfv06H8x0,173986,0.792,0.625,1,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967
21 Savage,"['atl hip hop', 'hip hop', 'rap', 'trap']",2018-12-21,ball w/o you,84,spotify:track:50a8bKqlwDEqeiEknrzkTO,195046,0.892,0.633,8,-7.471,0.0902,0.0467,0.000189,0.139,0.459,137.994
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2011-09-27,Work Out,84,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,235320,0.831,0.427,2,-6.903,0.106,0.0531,0,0.307,0.216,93.004
Baby Keem,"['hip hop', 'rap']",2019-07-19,ORANGE SODA,83,spotify:track:5FkoSXiJPKTNyYgALRJFhD,129882,0.83,0.564,1,-7.822,0.235,0.177,0,0.128,0.107,85.042
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",2018-05-18,Yes Indeed,84,spotify:track:6vN77lE9LK6HP2DewaN6HZ,142273,0.963,0.346,5,-9.309,0.53,0.0355,0,0.108,0.562,119.957
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2013-01-01,Love Me,84,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,255053,0.669,0.634,11,-6.476,0.0327,0.0125,0,0.0946,0.496,124.906
Lil Peep,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",2015,Star Shopping,87,spotify:track:6Ox1rvlwEpB49drasQm6RF,142000,0.538,0.471,4,-9.84,0.0955,0.0946,0.0185,0.116,0.307,93.07
"Tyler, The Creator","['hip hop', 'rap']",2020-01-25,BEST INTEREST,84,spotify:track:3jHdKaLCkuNEkWcLVmQPCX,127921,0.596,0.575,11,-8.325,0.0514,0.0861,0.000153,0.334,0.34,98.265
Ty Dolla $ign,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2014-06-10,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",82,spotify:track:7t2bFihaDvhIrd2gn2CWJO,242983,0.805,0.33,1,-8.712,0.1,0.22,0,0.105,0.211,121.97
Michael Jackson,"['r&b', 'soul']",2014-05-09,Chicago,80,spotify:track:5BKKy9fIJL5uM9fz1SnqyP,245506,0.608,0.756,7,-2.675,0.176,0.0784,0,0.187,0.55,176.086
Alicia Keys,"['neo soul', 'pop', 'r&b']",2003-12-02,If I Ain't Got You,83,spotify:track:3XVBdLihbNbxUwZosxcGuJ,228706,0.609,0.444,7,-9.129,0.106,0.603,6.86e-06,0.104,0.166,118.402
Estelle,"['neo soul', 'r&b']",2008-03-28,American Boy,80,spotify:track:6etwirSInfuJrSOlogS6Sh,284733,0.693,0.729,0,-2.99,0.378,0.171,0,0.07,0.521,117.848
Alicia Keys,"['neo soul', 'pop', 'r&b']",2012-11-18,Girl on Fire,81,spotify:track:4esOae7i4rqTbAu9o5Pxco,224920,0.482,0.706,9,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513
Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b', 'soul']",2000-10-31,Didn't Cha Know,71,spotify:track:7pv80uUHfocFqfTytu1MVi,238733,0.753,0.472,3,-9.761,0.121,0.48,0.0133,0.284,0.816,135.277
Roy Woods,"['canadian contemporary r&b', 'canadian hip hop', 'trap soul']",2015-07-31,Drama (feat. Drake),73,spotify:track:232jKM7OzWMfuwHyf9r3dX,251859,0.708,0.358,11,-9.815,0.0563,0.157,0,0.109,0.118,122.021
Masego,"['alternative r&b', 'indie soul']",2018-09-07,Tadow,76,spotify:track:51rPRW8NjxZoWPPjnRGzHw,301893,0.704,0.487,9,-6.407,0.0604,0.669,8.64e-05,0.111,0.313,121.726
Snoh Aalegra,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",2019-08-16,I Want You Around,71,spotify:track:2gjidmxtA1pyj2HYrdOTG1,212787,0.705,0.432,4,-9.7,0.205,0.381,0.133,0.0841,0.599,168.005
Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",2023-05-11,Lipstick Lover,70,spotify:track:6IhkXHtj7tJg5waF4utfX0,169386,0.588,0.434,6,-7.531,0.113,0.303,0,0.25,0.657,169.983
Michael Jackson,"['r&b', 'soul']",2001-10-29,Heaven Can Wait,72,spotify:track:1AZXNAVDD9ZFIEKySgflFz,288533,0.706,0.685,11,-3.669,0.0837,0.56,0,0.22,0.444,117.448
KAYTRANADA,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",2021-11-19,Intimidated (feat. H.E.R.),75,spotify:track:0dFdGPVLs3k0z9ezYWZzUa,207840,0.738,0.75,11,-3.654,0.219,0.0167,0.00976,0.174,0.342,112.009
Alicia Keys,"['neo soul', 'pop', 'r&b']",2007-11-09,No One,76,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,253813,0.644,0.549,1,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
Alicia Keys,"['neo soul', 'pop', 'r&b']",2001-06-05,Fallin',76,spotify:track:0KQx6HOpJueiSkztcS0r7D,210200,0.652,0.609,11,-7.519,0.037,0.263,0.00101,0.233,0.482,95.986
KAYTRANADA,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",2016-05-06,YOU'RE THE ONE,74,spotify:track:70kdJnm1X6eEM8DbWa8Mnc,227706,0.824,0.396,2,-9.663,0.332,0.0323,0.00286,0.108,0.253,118.048
KAYTRANADA,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",2019-12-13,10%,72,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,186680,0.794,0.757,6,-6.644,0.123,0.0267,0.000306,0.0621,0.615,107.99
Ty Dolla $ign,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2020-10-23,Spicy (feat. Post Malone),73,spotify:track:5IUtvfNvOyVYZUa6AJFrnP,143375,0.782,0.51,4,-5.724,0.0419,0.143,0,0.115,0.118,99.993
Masego,"['alternative r&b', 'indie soul']",2020-11-13,Mystery Lady,72,spotify:track:0bkTdkWwGk3OGFX0afD3Wj,228453,0.747,0.494,3,-7.957,0.141,0.393,0,0.0982,0.624,76.006
Free Nationals,"['alternative r&b', 'indie soul']",2019-12-13,Time,71,spotify:track:7klPHv3HnXdUY3dSfTccNc,210385,0.469,0.771,5,-7.071,0.338,0.518,0.000197,0.0789,0.298,88.968
Alicia Keys,"['neo soul', 'pop', 'r&b']",2007-10-09,No One,74,spotify:track:0mZ5GyrHG908lqrHaTw4hi,254523,0.641,0.552,1,-5.423,0.0283,0.027,4.63e-06,0.148,0.152,90.098
UMI,"['alternative r&b', 'bedroom soul']",2019-10-30,Love Affair,69,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,190960,0.613,0.488,8,-7.37,0.0964,0.129,2.13e-05,0.335,0.183,172.076
Alicia Keys,"['neo soul', 'pop', 'r&b']",2009-12-15,Un-thinkable (I'm Ready),69,spotify:track:4JOP8ELK6AaeySe7sKe996,249240,0.596,0.505,7,-7.892,0.0619,0.732,1.97e-05,0.106,0.335,86.097
NxWorries,"['alternative r&b', 'indie soul']",2022-10-19,Where I Go (feat. H.E.R.),69,spotify:track:3MlQPB0wJuopo3NTZGlMpI,201026,0.62,0.396,1,-15.498,0.206,0.735,0.000985,0.0976,0.774,87.865
Free Nationals,"['alternative r&b', 'indie soul']",2019-12-13,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),69,spotify:track:0cciBj4236w1xByzZvn92D,277046,0.552,0.741,11,-5.419,0.0542,0.284,8.2e-05,0.334,0.718,69.709
Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2002-11-11,Work It,72,spotify:track:3jagJCUbdqhDSPuxP8cAqF,263226,0.884,0.677,1,-5.603,0.283,0.0778,0,0.0732,0.584,101.868
Masego,"['alternative r&b', 'indie soul']",2023-03-03,What You Wanna Try,70,spotify:track:526fD9LiAEi3KKvhhYfWmm,159242,0.878,0.577,2,-5.925,0.0541,0.0656,0,0.0867,0.498,99.031
Free Nationals,"['alternative r&b', 'indie soul']",2019-12-13,Eternal Light,70,spotify:track:1CbxG199T0fzfUV5EO7aPV,193740,0.793,0.465,5,-8.134,0.271,0.648,0.000132,0.0871,0.898,141.85
Mary J. Blige,"['dance pop', 'neo soul', 'r&b', 'urban contemporary']",2005-01-01,Be Without You - Kendu Mix,70,spotify:track:6Y3WvyUG9iE5bQYg38SPtQ,246333,0.726,0.7,2,-5.881,0.0998,0.0717,0,0.262,0.673,146.559
Sudan Archives,"['afrofuturism', 'alternative r&b', 'experimental r&b', 'indie soul', 'la pop']",2023-04-16,Selfish Soul - ODESZA Remix,67,spotify:track:6N5thJ3UQMpHdf2fYOB3XL,206210,0.623,0.888,9,-5.122,0.0833,0.0321,0.0143,0.526,0.187,107.022
NxWorries,"['alternative r&b', 'indie soul']",2023-05-18,Daydreaming,68,spotify:track:6qqq5zPYV7U4UsKnGC82tw,186873,0.678,0.582,1,-9.844,0.0325,0.215,0.385,0.0739,0.441,74.021
Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2005-07-04,Lose Control (feat. Ciara & Fat Man Scoop),70,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,226863,0.904,0.813,4,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461
Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2001-05-14,Get Ur Freak On,72,spotify:track:6zsk6uF3MxfIeHPlubKBvR,211120,0.797,0.75,0,-9.369,0.247,0.533,0.108,0.095,0.74,177.87
Ty Dolla $ign,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2023-06-01,Motion,67,spotify:track:4jeQnCp9IL3pbLPn0UjLmh,148173,0.701,0.853,2,-7.643,0.0462,0.0336,0,0.115,0.645,115.014
Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",2023-06-09,Champagne Shit,69,spotify:track:5OhG7shUD0xgQMirbRAipe,143200,0.749,0.605,5,-4.515,0.0494,0.325,0,0.518,0.638,118.958
Masego,"['alternative r&b', 'indie soul']",2017-06-08,Navajo,72,spotify:track:6zWU7YALeEDMcPGhKKZJhV,194157,0.567,0.593,6,-7.404,0.288,0.117,1.32e-06,0.248,0.358,88.545
Snoh Aalegra,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",2019-08-16,Whoa,66,spotify:track:38EhHqsV5NX9JrC2D2qXNI,199179,0.509,0.514,10,-11.283,0.123,0.121,0.00144,0.104,0.476,188.019
Musiq Soulchild,"['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",2000-01-01,Just Friends (Sunny),63,spotify:track:5jgEJXjECdlhzNgfITSTVm,251426,0.754,0.376,0,-7.561,0.204,0.404,0,0.358,0.554,95.018
Alicia Keys,"['neo soul', 'pop', 'r&b']",2010-05-28,Un-thinkable (I'm Ready) (feat. Drake) - Remix,66,spotify:track:4o4wEDRqotccDTXiQ7TORu,282026,0.531,0.603,7,-6.242,0.0944,0.728,0,0.11,0.228,86.162
UMI,"['alternative r&b', 'bedroom soul']",2018-10-08,Remember Me,67,spotify:track:630Ug0XtmhhFvAKo0PNuEI,199226,0.84,0.344,5,-8.613,0.0374,0.456,3.36e-05,0.35,0.526,111.994
Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",2018-04-27,Make Me Feel,67,spotify:track:5gW5dSy3vXJxgzma4rQuzH,194230,0.859,0.413,1,-7.399,0.182,0.132,0,0.334,0.697,115.035
Alicia Keys,"['neo soul', 'pop', 'r&b']",2003-12-02,You Don't Know My Name,68,spotify:track:6LGwYMXXgURfaequXipzHx,366733,0.264,0.663,9,-8.264,0.187,0.59,0.00443,0.342,0.249,167.078
Jungle,"['indie soul', 'indietronica', 'uk contemporary r&b']",2023-03-27,Candle Flame,71,spotify:track:0LdAEUc7gyEY6xIG9y3lLM,174020,0.673,0.72,9,-7.318,0.039,0.143,1.82e-05,0.913,0.588,123.032
bLAck pARty,"['alternative r&b', 'indie soul']",2016-10-14,Summer Love,66,spotify:track:6mLNU3uGKZ1fLcJv9J1u7G,74318,0.617,0.604,3,-7.79,0.0345,0.591,0.000751,0.334,0.855,159.861
Roy Woods,"['canadian contemporary r&b', 'canadian hip hop', 'trap soul']",2015-07-31,Drama (feat. Drake),67,spotify:track:0XO2hckt5aHvvwH7FFdVYF,251859,0.708,0.358,11,-9.815,0.0563,0.157,0,0.109,0.118,122.021
Blood Orange,"['alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis']",2018-08-24,Charcoal Baby,67,spotify:track:3bBmpVl9rQKJsFFGLFilIS,242341,0.622,0.46,7,-8.389,0.0372,0.14,0.000369,0.119,0.514,183.241
Free Nationals,"['alternative r&b', 'indie soul']",2019-12-13,Shibuya (feat. Syd),67,spotify:track:6WVSnyKQGzs1fosa2I3FMQ,136831,0.76,0.665,4,-7.021,0.0612,0.105,0.399,0.0945,0.808,92.992
Jazmine Sullivan,"['neo soul', 'r&b', 'urban contemporary']",2008-09-23,Bust Your Windows,65,spotify:track:56z2qI0gKcPthQF6l8AW3E,266306,0.683,0.664,5,-4.233,0.0332,0.538,0,0.0671,0.866,106.991
Michael Jackson,"['r&b', 'soul']",2012-09-18,Man in the Mirror - 2012 Remaster,69,spotify:track:1kiNatIrwDusOZfR29W0LJ,318680,0.808,0.812,8,-5.012,0.0381,0.52,7.91e-05,0.134,0.269,100.331
Lucy Pearl,"['contemporary r&b', 'neo soul']",2000-05-23,Dance Tonight,65,spotify:track:1TwVcKR6JojvPwBGbWZT36,221280,0.787,0.425,10,-5.692,0.0641,0.00637,0.00169,0.196,0.711,99.225
Aloe Blacc,"['pop soul', 'r&b']",2014-01-01,The Man,61,spotify:track:2stPxcgjdSImK7Gizl8ZUN,254880,0.308,0.769,11,-7.256,0.065,0.0331,0,0.214,0.488,81.853
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2021-12-03,U Are My High (with Future),78,spotify:track:0ITaSRuI0L1RNL7ZNYTTi7,211200,0.602,0.824,0,-4.087,0.0547,0.0867,0,0.0947,0.442,125.147
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2016-08-05,Let Me Love You,86,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,205946,0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2016-08-05,Middle,78,spotify:track:0g5EKLgdKvNlln7TNqBByK,220573,0.583,0.695,9,-5.336,0.0423,0.0141,0,0.0527,0.224,104.879
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2018-09-28,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79,spotify:track:4w8niZpiMy6qz1mntFA5uM,212500,0.842,0.801,8,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",2001-10-22,QKThr,74,spotify:track:4LIM4qmpHABufePRrLWbiM,87466,0.451,0.0223,1,-26.117,0.0461,0.993,0.768,0.13,0.0573,79.042
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2013-12-18,Turn Down for What,74,spotify:track:67awxiNHNyjMXhVgsHuIrs,213733,0.818,0.799,1,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2014-10-14,You Know You Like It,72,spotify:track:57kR5SniQIbsbVoIjjOUDa,247266,0.407,0.725,5,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2019-07-25,Loco Contigo (feat. J. Balvin & Tyga),77,spotify:track:6osaMSJh9NguagEDQcZaKx,185194,0.694,0.758,11,-2.986,0.218,0.278,1.34e-06,0.102,0.371,192.091
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2021-10-22,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",79,spotify:track:6IPNp9PfaEqrzotY47TIWy,225600,0.8,0.837,6,-2.807,0.0491,0.00406,0.00313,0.0904,0.702,100.015
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2021-07-28,U Are My High,70,spotify:track:3S7A85bAWOd6ltk6r2ANOI,180480,0.503,0.783,0,-4.761,0.0385,0.0221,0.00223,0.14,0.213,125.122
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2019-07-25,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",76,spotify:track:0KoiMHhqKLoL4xM54rcWYY,212500,0.842,0.801,8,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2021-09-03,Run It (feat. Rick Ross & Rich Brian),69,spotify:track:5x4vgABKiGp4Vg7ZyFRxhn,163373,0.688,0.725,2,-7.806,0.044,0.0195,7.63e-06,0.0726,0.225,104.006
LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2010-05-17,Dance Yrself Clean,64,spotify:track:2cmRpmO04TLaKPzmAzySYZ,536471,0.739,0.611,11,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004
Metronomy,"['alternative dance', 'electronica', 'indietronica', 'neo-synthpop', 'new rave', 'socal pop punk']",2011-04-11,The Look,76,spotify:track:6zfczP87XO2SxWlQtnjFNa,277653,0.638,0.535,9,-7.792,0.0415,0.623,0.0391,0.0837,0.504,84.947
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2009,Ghosts 'n' Stuff (feat. Rob Swire),63,spotify:track:3ezkJgagRPZ39KCTrKcSI7,328746,0.611,0.613,8,-6.942,0.129,4.73e-05,0.105,0.159,0.491,127.979
Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",2001-10-22,Avril 14th,67,spotify:track:1uaGSDFsLdReQgg8p7Obwh,125520,0.558,0.0259,8,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2017-02-10,Light,63,spotify:track:6jq6rcOikCZAmjliAgAmfT,239853,0.57,0.763,1,-4.137,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088
DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2020-10-16,West Coast (feat. Quinn XCII),62,spotify:track:4fCE1SCDulouoac9Q8XroU,150819,0.714,0.798,5,-4.239,0.0612,0.00248,0.000678,0.103,0.659,119.017
Justice,"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'indietronica', 'new rave']",2007-06-11,D.A.N.C.E,66,spotify:track:33yAEqzKXexYM3WlOYtTfQ,242266,0.613,0.962,6,-5.07,0.278,0.034,0,0.824,0.496,113.015
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2022-06-03,Escape - John Summit Remix,64,spotify:track:68lTEhMEx4MxDCJypT6bXE,226666,0.631,0.84,9,-5.768,0.0347,0.0009,0.0374,0.109,0.113,125.992
Basement Jaxx,"['alternative dance', 'big beat', 'electronica', 'trip hop']",2001-06-25,Where's Your Head At,67,spotify:track:3cJh89D0za2SW705fNBo3b,285533,0.61,0.918,0,-4.817,0.0298,6.42e-05,0.0853,0.273,0.415,127.864
